accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident
2018950000332,312900,678290,-3.397767,55.989634,95,3,2,1,15/03/2018,5,15:10:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,2,2,0,0,1,1
2018950000333,328390,668500,-3.146928,55.904257,95,3,1,1,13/03/2018,3,11:30:00,923,S12000036,4,701,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1
2018950000335,328100,674950,-3.153287,55.962153,95,3,2,1,15/03/2018,5,19:00:00,923,S12000036,6,0,6,20,1,4,6,0,0,0,4,1,1,0,0,1,1
2018950000336,324460,672870,-3.210994,55.94291,95,3,1,1,16/03/2018,6,17:00:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,9,1,0,0,1,1
2018950000338,319680,671770,-3.287173,55.932253,95,3,2,1,16/03/2018,6,12:30:00,923,S12000036,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2
2018950000339,331370,671710,-3.100094,55.933527,95,3,2,2,16/03/2018,6,17:00:00,923,S12000036,3,6095,1,30,1,4,6,0,0,0,1,4,1,0,0,1,2
2018950000340,313940,676760,-3.380611,55.976079,95,3,1,1,18/03/2018,1,05:56:00,923,S12000036,1,90,3,70,0,-1,-1,0,0,0,1,6,4,0,0,2,1
2018950000342,325890,673810,-3.188364,55.951577,95,3,1,1,15/03/2018,5,16:30:00,923,S12000036,3,7,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,3
2018950000344,324930,675460,-3.204193,55.966249,95,3,1,1,13/03/2018,3,14:00:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000345,324650,673740,-3.208196,55.950755,95,3,1,1,13/03/2018,3,15:40:00,923,S12000036,3,90,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950000347,323790,674240,-3.222106,55.95511,95,3,2,1,15/03/2018,5,14:30:00,923,S12000036,3,90,6,30,6,2,5,0,0,5,1,1,2,0,0,1,1
2018950000348,322510,672370,-3.242062,55.938108,95,3,1,1,19/03/2018,2,11:30:00,923,S12000036,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1
2018950000350,325870,675440,-3.189133,55.966215,95,3,1,1,19/03/2018,2,15:45:00,923,S12000036,4,900,6,20,3,2,6,0,0,5,1,1,1,0,0,1,1
2018950000351,322130,671760,-3.247967,55.932567,95,3,2,1,19/03/2018,2,16:10:00,923,S12000036,3,71,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000352,325620,674830,-3.192969,55.960697,95,3,2,1,19/03/2018,2,17:05:00,923,S12000036,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000353,324640,673660,-3.208334,55.950035,95,3,1,1,19/03/2018,2,21:00:00,923,S12000036,3,8,6,20,3,4,3,702,0,5,4,1,1,0,0,1,1
2018950000354,322820,671680,-3.236902,55.93196,95,3,2,3,14/03/2018,4,23:20:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000356,328810,671640,-3.141042,55.932525,95,3,2,1,20/03/2018,3,11:45:00,923,S12000036,3,6095,6,20,6,2,5,0,0,0,1,1,1,0,0,1,1
2018950000359,315980,677170,-3.348061,55.980123,95,2,2,1,20/03/2018,3,13:50:00,923,S12000036,4,924,6,50,9,4,3,90,0,0,1,1,1,0,0,2,1
2018950000360,311700,671100,-3.414636,55.924835,95,3,2,2,20/03/2018,3,14:29:00,923,S12000036,6,0,6,50,9,4,6,0,0,0,1,1,1,0,0,2,1
2018950000361,327160,670560,-3.167153,55.922577,95,3,2,1,20/03/2018,3,09:15:00,923,S12000036,3,701,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000364,324530,671170,-3.209397,55.927651,95,3,1,1,19/03/2018,2,15:30:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950000366,324880,671020,-3.203756,55.926358,95,3,1,1,20/03/2018,3,19:30:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,4,1,1,0,0,1,2
2018950000384,318900,672830,-3.299973,55.941643,95,3,3,2,20/03/2018,3,08:30:00,923,S12000036,3,8,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000385,322970,673200,-3.234937,55.945638,95,3,1,1,22/03/2018,5,08:28:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1
2018950000388,322860,676040,-3.237512,55.97113,95,3,1,1,22/03/2018,5,18:30:00,923,S12000036,5,0,6,30,3,4,6,0,0,0,5,1,1,0,0,1,1
2018950000390,319330,672880,-3.293106,55.942165,95,3,1,1,18/03/2018,1,14:20:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950000392,323530,674630,-3.226379,55.958572,95,3,1,1,22/03/2018,5,13:15:00,923,S12000036,5,0,6,30,1,4,4,900,0,8,1,1,1,0,0,1,1
2018950000393,324390,669860,-3.21127,55.915861,95,3,2,1,23/03/2018,6,08:30:00,923,S12000036,6,0,6,30,7,4,6,0,0,0,1,2,2,0,0,1,1
2018950000398,327120,676530,-3.169409,55.976197,95,3,1,1,25/03/2018,1,17:35:00,923,S12000036,3,199,6,20,3,2,6,0,0,5,1,1,1,0,0,1,1
2018950000402,322400,675310,-3.244669,55.964498,95,3,1,1,25/03/2018,1,23:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000403,322530,668030,-3.240494,55.899126,95,3,2,1,27/03/2018,3,12:35:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1
2018950000406,322090,670710,-3.248302,55.923129,95,3,3,1,28/03/2018,4,17:25:00,923,S12000036,3,70,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000407,318320,672760,-3.309234,55.940916,95,3,2,1,28/03/2018,4,17:50:00,923,S12000036,3,8,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000408,322960,675730,-3.235821,55.968361,95,3,2,1,28/03/2018,4,14:00:00,923,S12000036,5,0,6,30,1,4,5,0,0,0,1,1,1,0,0,1,1
2018950000413,324680,674440,-3.207912,55.957047,95,3,3,1,29/03/2018,5,17:15:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000417,322730,676100,-3.239612,55.971648,95,3,2,1,29/03/2018,5,22:30:00,923,S12000036,6,0,6,20,9,4,6,0,0,8,4,9,1,0,0,1,1
2018950000418,322830,673250,-3.237192,55.946064,95,3,2,1,26/03/2018,2,19:20:00,923,S12000036,3,8,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000422,323510,675830,-3.227041,55.969348,95,3,3,2,27/03/2018,3,18:30:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000423,328786,674188,-3.1421,55.95541,95,1,1,1,30/03/2018,6,11:30:00,923,S12000036,3,1140,6,30,8,4,6,0,0,4,1,1,1,0,0,1,1
2018950000424,328610,675710,-3.145321,55.969056,95,3,2,2,30/03/2018,6,19:10:00,923,S12000036,6,0,6,20,1,4,3,199,0,0,5,1,2,0,0,1,2
2018950000426,329880,674620,-3.124696,55.959452,95,3,2,1,30/03/2018,6,15:00:00,923,S12000036,3,199,6,40,3,4,6,0,0,0,1,2,2,0,0,1,1
2018950000427,318890,672830,-3.300133,55.941641,95,3,2,2,28/03/2018,4,19:35:00,923,S12000036,3,8,6,40,3,4,6,0,0,4,1,1,1,0,0,1,1
2018950000428,322380,674430,-3.244736,55.956591,95,3,2,1,30/03/2018,6,10:10:00,923,S12000036,3,90,6,30,3,4,6,0,1,5,1,1,1,0,0,1,1
2018950000430,324160,674320,-3.216204,55.955888,95,3,2,1,31/03/2018,7,20:40:00,923,S12000036,6,0,6,20,3,4,5,0,0,0,4,2,2,0,0,1,1
2018950000432,327890,670410,-3.155434,55.921339,95,3,1,1,20/03/2018,3,16:55:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,9,1,0,0,1,2
2018950000435,322870,676480,-3.237478,55.975083,95,2,1,1,01/04/2018,1,19:54:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000436,325650,673940,-3.192242,55.952707,95,3,1,1,31/03/2018,7,16:58:00,923,S12000036,6,0,6,20,3,2,3,8,0,5,1,1,1,0,0,1,2
2018950000438,324770,668310,-3.204759,55.901997,95,3,2,2,03/04/2018,3,00:05:00,923,S12000036,3,702,6,30,3,4,4,701,0,5,1,3,1,0,0,1,1
2018950000441,320020,675060,-3.282709,55.961861,95,3,1,1,27/03/2018,3,21:25:00,923,S12000036,6,0,6,30,3,4,3,90,0,5,4,1,1,0,0,1,2
2018950000445,321818,671514,-3.252888,55.930307,95,3,2,1,05/02/2018,2,17:20:00,923,S12000036,3,71,6,30,3,4,6,0,0,0,1,9,1,0,0,1,2
2018950000452,316412,670608,-3.339103,55.921258,95,3,2,1,29/03/2018,5,14:50:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,2,2
2018950000453,311490,677830,-3.420209,55.985245,95,3,2,1,01/04/2018,1,15:57:00,923,S12000036,3,904,6,30,9,2,6,0,0,5,1,1,1,0,0,2,1
2018950000454,325450,672410,-3.195021,55.938933,95,3,2,1,03/04/2018,3,09:45:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,1
2018950000455,329140,674720,-3.136572,55.960242,95,3,2,1,05/04/2018,5,21:50:00,923,S12000036,6,0,6,20,3,4,6,0,0,8,4,1,1,0,0,1,1
2018950000456,327200,668480,-3.165951,55.903898,95,3,2,1,03/04/2018,3,14:07:00,923,S12000036,3,701,6,30,3,4,6,0,0,5,1,2,2,0,0,1,1
2018950000458,329911,674251,-3.124103,55.956142,95,2,2,1,20/03/2018,3,10:30:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000463,327600,669520,-3.159834,55.913301,95,3,2,1,04/04/2018,4,16:00:00,923,S12000036,5,0,6,20,6,2,6,0,0,0,1,3,3,0,0,1,2
2018950000465,323270,676910,-3.231193,55.97901,95,3,2,1,08/04/2018,1,16:09:00,923,S12000036,5,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1
2018950000466,324500,671920,-3.210088,55.934383,95,3,1,1,08/04/2018,1,17:40:00,923,S12000036,6,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950000468,329260,668650,-3.133056,55.905733,95,3,2,1,08/04/2018,1,20:40:00,923,S12000036,3,7,6,30,0,-1,-1,0,0,0,4,1,1,4,0,1,1
2018950000470,321990,674880,-3.251111,55.960569,95,2,2,1,09/04/2018,2,17:50:00,923,S12000036,3,902,6,30,7,4,6,0,0,0,1,1,2,0,0,1,1
2018950000471,329340,674750,-3.133377,55.960541,95,3,3,1,09/04/2018,2,17:50:00,923,S12000036,6,0,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000472,318280,671130,-3.30938,55.926268,95,3,2,1,09/04/2018,2,16:54:00,923,S12000036,3,71,6,20,1,4,5,0,0,0,1,1,1,0,0,1,1
2018950000476,322266,671995,-3.245858,55.9347,95,3,2,1,19/03/2018,2,16:00:00,923,S12000036,5,0,3,30,9,4,6,0,0,0,1,1,1,0,0,1,2
2018950000478,324600,673603,-3.208958,55.949517,95,3,1,1,10/04/2018,3,17:10:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000479,321630,671500,-3.255892,55.93015,95,3,2,1,11/04/2018,4,14:39:00,923,S12000036,3,71,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000480,319260,673390,-3.294379,55.946734,95,3,3,3,12/04/2018,5,13:45:00,923,S12000036,4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000483,316280,672740,-3.341877,55.940385,95,3,2,1,13/04/2018,6,12:15:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1
2018950000488,325180,673820,-3.199734,55.951556,95,2,1,1,14/04/2018,7,17:30:00,923,S12000036,3,8,3,20,3,2,5,0,2,5,1,1,1,0,0,1,1
2018950000492,318550,670470,-3.304861,55.920386,95,3,7,1,14/04/2018,7,15:15:00,923,S12000036,3,720,7,50,5,2,3,71,0,0,1,1,1,0,0,1,1
2018950000500,321550,674900,-3.258162,55.960677,95,3,2,1,15/04/2018,1,21:00:00,923,S12000036,3,90,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1
2018950000501,321800,670530,-3.25289,55.921465,95,3,2,1,16/04/2018,2,17:20:00,923,S12000036,3,70,6,40,9,2,6,0,0,0,1,1,1,0,0,1,1
2018950000505,329290,671430,-3.133305,55.93071,95,3,1,1,17/04/2018,3,11:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000507,320410,672410,-3.275681,55.938123,95,3,1,1,17/04/2018,3,08:20:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000509,331220,672910,-3.102801,55.944285,95,3,2,1,18/04/2018,4,07:49:00,923,S12000036,3,1,6,40,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000511,318620,670910,-3.303874,55.92435,95,3,2,1,18/04/2018,4,08:00:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,8,1,0,0,1,2
2018950000512,326341,676031,-3.181752,55.971596,95,2,2,1,18/04/2018,4,19:35:00,923,S12000036,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950000517,329130,670190,-3.135539,55.919548,95,3,1,1,17/04/2018,3,00:10:00,923,S12000036,6,0,6,20,3,2,6,0,0,5,4,2,2,0,0,2,1
2018950000519,322570,672150,-3.241038,55.936142,95,3,2,1,19/04/2018,5,16:40:00,923,S12000036,3,71,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000520,329110,673290,-3.136676,55.947392,95,3,1,1,19/04/2018,5,17:15:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000521,324780,675144,-3.206507,55.963387,95,3,2,1,19/04/2018,5,15:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000522,321640,674860,-3.256709,55.960333,95,2,2,1,19/04/2018,5,22:00:00,923,S12000036,3,90,6,30,9,2,3,90,0,0,4,1,1,0,0,1,1
2018950000524,326280,672400,-3.181734,55.938971,95,3,1,1,21/04/2018,7,01:20:00,923,S12000036,3,700,6,20,3,2,6,0,0,5,4,1,1,0,0,1,1
2018950000525,328860,671650,-3.140244,55.932623,95,3,1,1,21/04/2018,7,11:45:00,923,S12000036,3,6095,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000529,324070,675930,-3.218099,55.970335,95,3,2,1,21/04/2018,7,17:00:00,923,S12000036,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2
2018950000530,318550,672780,-3.305559,55.941134,95,3,2,1,22/04/2018,1,15:30:00,923,S12000036,3,8,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000531,313663,666100,-3.381636,55.880281,95,3,1,2,22/04/2018,1,16:40:00,923,S12000036,3,70,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2
2018950000534,319160,674890,-3.29643,55.96019,95,3,4,1,22/04/2018,1,17:55:00,923,S12000036,6,0,6,20,3,4,3,90,0,0,1,1,1,0,0,1,1
2018950000535,329910,673010,-3.123796,55.944994,95,3,1,1,20/04/2018,6,15:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000537,318272,670694,-3.309376,55.92235,95,3,3,1,23/04/2018,2,14:45:00,923,S12000036,3,720,3,50,5,4,1,8,0,0,1,1,1,0,0,2,1
2018950000545,329060,673350,-3.137492,55.947923,95,3,2,1,24/04/2018,3,09:49:00,923,S12000036,6,0,6,30,3,4,3,1,0,0,1,1,1,0,0,1,1
2018950000547,322520,672360,-3.241899,55.93802,95,3,1,1,25/04/2018,4,14:10:00,923,S12000036,6,0,6,30,6,2,5,0,0,0,1,2,2,0,0,1,1
2018950000548,317408,670450,-3.323123,55.920011,95,3,2,1,25/04/2018,4,16:56:00,923,S12000036,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000554,327470,667550,-3.161384,55.895585,95,3,2,1,27/04/2018,6,19:45:00,923,S12000036,3,701,3,40,5,4,6,0,0,0,1,1,1,0,0,1,1
2018950000556,321360,674600,-3.261117,55.957951,95,3,2,2,17/04/2018,3,17:20:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,3,0,1,1
2018950000557,326113,672843,-3.184529,55.942925,95,3,1,1,04/04/2018,4,13:30:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,4,0,0,1,2
2018950000560,327930,674640,-3.155927,55.959343,95,3,1,1,27/04/2018,6,20:10:00,923,S12000036,6,0,1,20,1,4,6,0,0,1,1,1,1,0,0,1,1
2018950000565,318360,671910,-3.308337,55.933288,95,3,2,2,28/04/2018,7,14:00:00,923,S12000036,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950000567,320420,676410,-3.276704,55.974054,95,3,2,1,30/04/2018,2,18:59:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000569,325454,672571,-3.195001,55.94038,95,2,2,1,14/03/2018,4,08:22:00,923,S12000036,3,700,6,20,3,4,5,0,2,4,1,1,1,0,0,1,2
2018950000571,329990,674350,-3.122864,55.957043,95,3,2,1,27/04/2018,6,14:10:00,923,S12000036,6,0,3,40,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950000572,331210,672460,-3.102846,55.940242,95,3,2,1,01/05/2018,3,08:28:00,923,S12000036,6,0,6,30,1,4,3,1,0,0,1,1,1,0,0,1,1
2018950000573,312950,678370,-3.396991,55.990362,95,3,1,1,30/04/2018,2,16:55:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000576,319390,672390,-3.291999,55.937773,95,3,2,1,28/04/2018,7,15:30:00,923,S12000036,6,0,6,20,3,4,6,0,0,5,1,1,1,0,0,1,2
2018950000587,322140,675000,-3.248744,55.961672,95,3,1,1,04/05/2018,6,20:00:00,923,S12000036,6,0,2,20,0,-1,-1,0,0,0,5,1,1,0,0,1,1
2018950000588,324420,667820,-3.210218,55.897541,95,3,2,1,04/05/2018,6,15:10:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000591,322740,668060,-3.237146,55.89943,95,3,4,1,04/05/2018,6,17:15:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000596,319460,672960,-3.291049,55.942905,95,3,1,1,07/05/2018,2,17:50:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000598,331160,673560,-3.103928,55.950116,95,2,2,1,07/05/2018,2,14:36:00,923,S12000036,4,6415,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000599,326950,674690,-3.171633,55.959644,95,3,2,1,07/05/2018,2,17:50:00,923,S12000036,5,0,6,20,7,4,6,0,0,5,1,1,1,0,0,1,1
2018950000608,325740,672260,-3.190338,55.93763,95,3,3,2,09/05/2018,4,16:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000609,314250,670740,-3.373729,55.922063,95,3,1,1,10/05/2018,5,08:15:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,3
2018950000614,323770,674230,-3.222423,55.955017,95,3,2,1,10/05/2018,5,18:40:00,923,S12000036,3,90,6,30,6,2,6,0,0,5,5,1,1,0,0,1,1
2018950000616,330370,672720,-3.116358,55.942456,95,3,1,1,01/05/2018,3,09:25:00,923,S12000036,3,6106,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1
2018950000617,326910,672680,-3.171728,55.941582,95,3,2,1,11/05/2018,6,14:05:00,923,S12000036,6,0,6,20,2,4,6,0,0,1,1,1,1,0,0,1,1
2018950000619,321010,672870,-3.266214,55.942355,95,3,2,1,11/05/2018,6,14:33:00,923,S12000036,3,8,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000622,319320,672910,-3.293275,55.942432,95,3,2,1,12/05/2018,7,17:00:00,923,S12000036,6,0,1,30,1,4,3,8,0,4,1,1,1,0,0,1,1
2018950000627,327020,675000,-3.170596,55.962439,95,3,1,1,13/05/2018,1,20:35:00,923,S12000036,6,0,6,20,9,4,5,0,0,0,1,1,1,0,0,1,1
2018950000628,324500,669150,-3.209311,55.9095,95,3,2,1,14/05/2018,2,16:00:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000632,328640,673820,-3.14434,55.952083,95,3,2,1,14/05/2018,2,16:50:00,923,S12000036,3,1,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2
2018950000633,331772,667961,-3.092713,55.899907,95,3,2,1,15/05/2018,3,19:20:00,923,S12000036,3,720,1,40,1,2,3,7,0,0,1,1,1,0,0,2,1
2018950000634,324060,673130,-3.21747,55.945183,95,3,1,1,06/05/2018,1,23:00:00,923,S12000036,3,70,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000635,321510,671460,-3.2578,55.929771,95,3,2,3,16/05/2018,4,18:40:00,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000637,325940,673640,-3.187517,55.950057,95,2,2,1,15/05/2018,3,11:51:00,923,S12000036,3,7,6,20,6,2,3,7,0,5,1,1,1,0,0,1,1
2018950000640,322510,672370,-3.242062,55.938108,95,3,1,1,18/05/2018,6,16:20:00,923,S12000036,6,0,6,20,6,2,5,0,0,5,1,1,1,0,0,1,1
2018950000641,323120,668090,-3.231079,55.89976,95,3,2,1,18/05/2018,6,20:15:00,923,S12000036,6,0,7,40,3,4,3,720,0,0,1,1,1,0,0,1,1
2018950000642,312950,678060,-3.396891,55.987578,95,3,1,1,14/05/2018,2,13:15:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000643,324350,669300,-3.211752,55.910824,95,2,1,1,19/05/2018,7,11:05:00,923,S12000036,3,702,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000645,329980,674400,-3.123037,55.95749,95,3,3,2,19/05/2018,7,11:05:00,923,S12000036,6,0,3,30,7,2,3,1140,0,5,1,1,1,0,0,1,1
2018950000648,325800,677010,-3.190687,55.980307,95,3,2,1,19/05/2018,7,08:30:00,923,S12000036,3,901,6,30,9,4,6,0,0,5,1,8,1,0,0,1,2
2018950000651,324510,670900,-3.209642,55.925222,95,3,2,1,21/05/2018,2,08:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000653,321490,674940,-3.259135,55.961027,95,3,2,1,21/05/2018,2,08:05:00,923,S12000036,3,90,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000656,328020,673940,-3.154298,55.953068,95,3,2,1,16/05/2018,4,16:00:00,923,S12000036,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000657,323280,676740,-3.230984,55.977485,95,3,2,1,21/05/2018,2,17:00:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000658,327760,674920,-3.158724,55.961832,95,3,1,1,21/05/2018,2,09:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000660,324790,668250,-3.204423,55.901461,95,3,2,1,07/05/2018,2,09:00:00,923,S12000036,3,702,3,40,6,2,4,701,0,5,1,1,1,0,0,1,1
2018950000664,318750,670160,-3.301569,55.917635,95,2,3,5,23/05/2018,4,20:00:00,923,S12000036,3,720,7,70,5,2,3,71,0,0,1,1,1,0,0,1,1
2018950000666,322650,668040,-3.238579,55.899235,95,3,4,1,17/05/2018,5,15:20:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000667,321390,671450,-3.259717,55.929662,95,3,4,2,19/05/2018,7,18:30:00,923,S12000036,3,71,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000668,328650,668460,-3.14276,55.903936,95,3,2,1,24/05/2018,5,07:25:00,923,S12000036,4,701,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000671,318170,673970,-3.312002,55.951758,95,1,5,5,25/05/2018,6,00:20:00,923,S12000036,3,902,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000672,321930,670620,-3.250836,55.922294,95,3,2,2,25/05/2018,6,07:52:00,923,S12000036,3,70,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000675,319830,672960,-3.285127,55.942967,95,2,1,1,19/05/2018,7,10:40:00,923,S12000036,3,8,6,20,3,2,6,0,0,5,1,1,1,0,0,1,1
2018950000681,320050,670350,-3.280831,55.91956,95,2,1,1,17/05/2018,5,17:00:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950000685,321850,667960,-3.251346,55.898388,95,3,2,1,24/05/2018,5,23:05:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1
2018950000688,328130,669880,-3.151453,55.916614,95,3,3,1,30/05/2018,4,15:55:00,923,S12000036,3,772,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000694,319200,672910,-3.295195,55.942412,95,3,2,1,31/05/2018,5,20:25:00,923,S12000036,3,8,6,40,3,3,6,0,0,8,1,1,1,0,0,1,1
2018950000696,327680,669930,-3.158665,55.916996,95,3,2,1,31/05/2018,5,17:03:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950000701,328040,675140,-3.154299,55.96385,95,3,2,2,01/06/2018,6,12:20:00,923,S12000036,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1
2018950000706,319730,670020,-3.285852,55.916542,95,2,2,1,04/06/2018,2,15:10:00,923,S12000036,6,0,2,20,0,-1,-1,0,0,1,1,1,1,0,0,1,1
2018950000707,326710,671140,-3.174509,55.927718,95,3,2,1,04/06/2018,2,08:20:00,923,S12000036,5,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1
2018950000709,320110,672910,-3.28063,55.942565,95,3,2,2,04/06/2018,2,17:04:00,923,S12000036,3,8,6,20,3,2,6,0,0,0,1,1,1,0,0,1,1
2018950000710,322540,676900,-3.242885,55.978803,95,3,2,2,04/06/2018,2,17:00:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950000711,327400,666860,-3.162318,55.889377,95,3,2,1,31/05/2018,5,18:06:00,923,S12000036,3,701,1,40,1,4,3,720,0,0,1,1,1,0,0,2,1
2018950000714,318927,670572,-3.298861,55.921365,95,3,1,1,05/06/2018,3,13:01:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000717,319320,670980,-3.292697,55.925096,95,3,4,1,05/06/2018,3,07:39:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
