accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident
2018950000719,324470,669340,-3.209844,55.911202,95,3,1,1,19/05/2018,7,16:20:00,923,S12000036,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950000720,318080,669040,-3.311945,55.907461,95,2,2,1,06/06/2018,4,08:35:00,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000722,329810,674730,-3.125845,55.96043,95,3,3,1,31/05/2018,5,17:00:00,923,S12000036,3,199,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000723,323390,668950,-3.227006,55.907528,95,3,2,1,06/06/2018,4,16:03:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000724,321720,672040,-3.254609,55.935016,95,3,2,1,06/06/2018,4,19:15:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000727,322310,671880,-3.245121,55.933675,95,3,1,1,28/04/2018,7,22:10:00,923,S12000036,3,71,6,30,7,2,5,0,0,5,4,9,1,0,0,1,2
2018950000728,323200,676870,-3.232303,55.97864,95,3,2,1,07/06/2018,5,16:30:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1
2018950000729,317890,671300,-3.315671,55.927728,95,2,5,8,06/06/2018,4,17:15:00,923,S12000036,3,720,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000731,330330,674080,-3.11735,55.954667,95,3,3,3,04/06/2018,2,12:15:00,923,S12000036,4,6415,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000735,324130,672670,-3.21622,55.941062,95,3,2,1,09/06/2018,7,09:00:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1
2018950000736,331220,672910,-3.102801,55.944285,95,3,2,2,09/06/2018,7,14:35:00,923,S12000036,3,1,6,40,7,2,6,0,0,5,1,1,1,0,0,1,1
2018950000738,317780,675540,-3.318725,55.965794,95,3,3,3,10/06/2018,1,16:35:00,923,S12000036,3,90,3,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000739,312280,677650,-3.407492,55.983773,95,3,2,2,11/06/2018,2,00:05:00,923,S12000036,3,904,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1
2018950000743,315170,672820,-3.359666,55.940909,95,3,3,5,11/06/2018,2,12:00:00,923,S12000036,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1
2018950000744,323330,677060,-3.230275,55.980367,95,3,2,1,06/06/2018,4,18:55:00,923,S12000036,5,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000746,324910,673910,-3.204081,55.952323,95,3,1,1,12/06/2018,3,11:50:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000750,320880,669050,-3.267173,55.90802,95,3,2,2,11/06/2018,2,16:00:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000756,320996,674555,-3.266932,55.957487,95,3,1,1,12/06/2018,3,20:45:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,8,1,1,1,0,0,1,1
2018950000757,319600,670730,-3.288143,55.922898,95,3,1,1,13/06/2018,4,18:20:00,923,S12000036,3,71,3,40,0,-1,-1,0,0,4,1,2,2,0,0,1,1
2018950000758,315280,673230,-3.358035,55.944611,95,2,10,5,13/06/2018,4,17:15:00,923,S12000036,6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,2,1
2018950000760,325825,672039,-3.188917,55.935658,95,3,1,1,13/06/2018,4,15:35:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000761,329110,673210,-3.136655,55.946673,95,3,2,2,14/06/2018,5,10:00:00,923,S12000036,3,1,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,1
2018950000764,324809,670709,-3.204805,55.923553,95,3,2,1,15/06/2018,6,11:35:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,4,1,0,0,1,1
2018950000766,325600,673420,-3.192899,55.948029,95,3,1,1,14/06/2018,5,09:40:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,4,1,0,0,1,2
2018950000767,325330,674030,-3.197391,55.953466,95,3,2,1,15/06/2018,6,14:55:00,923,S12000036,5,0,1,20,1,4,5,0,0,1,1,1,1,0,0,1,2
2018950000768,323090,676830,-3.234054,55.978263,95,2,1,1,16/06/2018,7,13:50:00,923,S12000036,5,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1
2018950000769,325090,673780,-3.201163,55.951183,95,2,1,1,16/06/2018,7,16:20:00,923,S12000036,3,8,6,20,0,-1,-1,0,0,5,1,3,2,4,0,1,2
2018950000772,321620,669000,-3.255325,55.907692,95,3,1,1,01/06/2018,6,08:30:00,923,S12000036,4,701,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2
2018950000773,325120,674990,-3.20102,55.962056,95,3,1,1,16/06/2018,7,11:15:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950000776,319910,671140,-3.283305,55.926632,95,2,2,1,18/06/2018,2,06:40:00,923,S12000036,6,0,6,30,9,4,6,0,0,4,1,1,1,0,0,1,1
2018950000778,328650,672770,-3.143901,55.942652,95,3,2,1,18/06/2018,2,08:40:00,923,S12000036,5,0,6,20,6,2,6,0,1,5,1,1,1,0,0,1,1
2018950000779,324210,674140,-3.215353,55.954279,95,3,2,1,17/06/2018,1,00:30:00,923,S12000036,3,90,6,20,0,-1,-1,0,0,4,4,1,1,0,0,1,1
2018950000781,326140,673090,-3.184164,55.945148,95,3,1,1,18/06/2018,2,07:40:00,923,S12000036,3,7,6,20,6,4,6,0,0,0,1,1,1,4,2,1,1
2018950000785,326960,674760,-3.171492,55.960274,95,3,1,1,14/06/2018,5,13:00:00,923,S12000036,5,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000786,327870,668270,-3.155181,55.902113,95,3,2,2,18/06/2018,2,19:50:00,923,S12000036,4,701,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000787,319330,672930,-3.293121,55.942614,95,3,1,1,18/06/2018,2,16:00:00,923,S12000036,3,8,6,30,1,4,4,701,0,5,1,1,1,0,0,1,1
2018950000790,323730,672490,-3.222571,55.939382,95,2,1,1,11/06/2018,2,19:45:00,923,S12000036,6,0,2,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000793,326940,674810,-3.171826,55.96072,95,3,1,1,15/06/2018,6,14:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000794,325560,676210,-3.194311,55.973083,95,3,3,7,20/06/2018,4,08:56:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1
2018950000797,325880,675430,-3.18897,55.966127,95,3,2,1,20/06/2018,4,18:15:00,923,S12000036,6,0,6,20,3,4,4,900,0,0,1,1,1,0,0,1,2
2018950000798,319990,675070,-3.283193,55.961946,95,3,2,1,20/06/2018,4,16:30:00,923,S12000036,3,90,6,40,9,2,6,0,0,4,1,1,1,0,0,1,1
2018950000799,331096,671815,-3.104506,55.934431,95,3,1,1,20/06/2018,4,17:35:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000803,331750,667981,-3.09307,55.900083,95,3,2,1,18/06/2018,2,16:20:00,923,S12000036,3,720,1,70,1,2,3,7,0,0,1,1,1,0,0,2,1
2018950000805,318650,670360,-3.303229,55.919414,95,3,3,1,22/06/2018,6,14:55:00,923,S12000036,3,720,3,50,5,4,3,71,0,0,1,1,1,0,0,1,1
2018950000806,318660,670330,-3.30306,55.919147,95,3,3,3,22/06/2018,6,14:50:00,923,S12000036,3,720,3,50,5,4,3,71,0,0,1,1,1,0,0,1,1
2018950000807,322420,673180,-3.243735,55.94537,95,3,2,2,22/06/2018,6,14:15:00,923,S12000036,3,8,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000808,325970,673510,-3.187001,55.948894,95,2,1,1,23/06/2018,7,21:25:00,923,S12000036,3,7,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1
2018950000812,324400,673050,-3.212005,55.944518,95,2,1,1,24/06/2018,1,19:55:00,923,S12000036,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000813,315920,672340,-3.347513,55.936729,95,3,4,4,24/06/2018,1,18:30:00,923,S12000036,6,0,3,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000815,326890,675980,-3.172944,55.971222,95,3,1,1,25/06/2018,2,10:25:00,923,S12000036,3,901,6,20,0,-1,-1,0,0,8,1,1,1,0,0,1,1
2018950000818,317680,670640,-3.31883,55.921764,95,3,3,1,25/06/2018,2,09:45:00,923,S12000036,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000819,327030,675220,-3.170496,55.964416,95,2,2,1,16/06/2018,7,15:15:00,923,S12000036,5,0,6,20,6,4,6,0,0,0,1,2,2,0,0,1,2
2018950000822,329080,673270,-3.137151,55.947208,95,2,1,3,25/06/2018,2,18:15:00,923,S12000036,3,1,6,30,8,4,6,0,0,4,1,1,1,0,0,1,1
2018950000824,326230,674500,-3.18311,55.957827,95,2,1,1,26/06/2018,3,16:23:00,923,S12000036,6,0,6,20,1,4,3,900,0,4,1,1,1,0,0,1,1
2018950000825,324010,673200,-3.21829,55.945804,95,2,1,1,26/06/2018,3,17:00:00,923,S12000036,3,8,6,20,9,4,3,8,0,5,1,1,1,0,2,1,1
2018950000826,318040,670920,-3.313156,55.924341,95,3,3,2,24/06/2018,1,15:40:00,923,S12000036,1,8,3,70,1,2,3,720,0,0,1,1,1,0,0,2,1
2018950000830,318850,672830,-3.300773,55.941634,95,3,2,1,28/06/2018,5,16:47:00,923,S12000036,3,8,6,40,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950000831,328800,671650,-3.141204,55.932614,95,3,2,1,28/06/2018,5,20:30:00,923,S12000036,5,0,6,30,6,2,3,6095,0,5,1,1,1,0,0,1,1
2018950000833,326630,672460,-3.176149,55.939563,95,3,2,1,28/06/2018,5,14:35:00,923,S12000036,4,1350,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000836,324100,673240,-3.21686,55.946177,95,3,2,2,29/06/2018,6,12:15:00,923,S12000036,3,70,6,20,9,4,3,8,0,0,1,1,1,0,0,1,1
2018950000837,322750,676710,-3.239467,55.97713,95,2,2,2,28/06/2018,5,11:55:00,923,S12000036,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1
2018950000842,328900,668420,-3.138752,55.903614,95,3,2,1,29/06/2018,6,17:55:00,923,S12000036,4,701,6,30,0,-1,-1,0,2,5,1,1,1,0,0,1,1
2018950000843,324550,674630,-3.210047,55.958734,95,3,2,1,26/06/2018,3,18:15:00,923,S12000036,3,900,6,20,9,2,4,900,0,5,1,1,1,0,0,1,1
2018950000845,319810,671420,-3.284989,55.929131,95,2,1,1,30/06/2018,7,20:20:00,923,S12000036,6,0,6,20,1,2,6,0,0,5,1,1,1,0,0,1,1
2018950000849,326060,674405,-3.185806,55.956947,95,3,1,1,01/07/2018,1,00:20:00,923,S12000036,3,900,6,20,0,-1,-1,0,0,4,4,1,1,4,0,1,1
2018950000851,330090,673750,-3.121107,55.951668,95,3,2,3,01/07/2018,1,14:00:00,923,S12000036,6,0,6,40,3,4,3,6106,0,0,1,1,1,0,0,1,1
2018950000853,325140,673970,-3.200416,55.952898,95,3,2,2,30/06/2018,7,15:00:00,923,S12000036,5,0,1,20,2,4,5,0,0,4,1,1,5,0,0,1,1
2018950000857,325650,673920,-3.192237,55.952528,95,3,1,1,29/06/2018,6,12:35:00,923,S12000036,6,0,6,20,3,2,3,8,0,0,1,1,1,0,0,1,2
2018950000863,322300,671400,-3.245142,55.929361,95,3,2,1,02/07/2018,2,18:45:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000864,NA,NA,NA,NA,95,3,1,1,02/07/2018,2,18:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,5,1,1,1,0,0,3,1
2018950000866,315160,672320,-3.359669,55.936416,95,3,2,1,25/06/2018,2,14:00:00,923,S12000036,6,0,1,30,1,4,3,8,0,0,1,1,1,0,0,2,2
2018950000868,329940,671830,-3.123009,55.934399,95,3,1,1,03/07/2018,3,15:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950000869,326000,673060,-3.186397,55.944857,95,3,1,1,03/07/2018,3,22:10:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,8,1,1,1,0,0,1,1
2018950000871,331762,668003,-3.092883,55.900283,95,3,2,3,03/07/2018,3,20:50:00,923,S12000036,3,720,1,70,1,2,6,0,0,8,1,1,1,0,0,2,1
2018950000874,326582,667063,-3.175447,55.891076,95,2,3,2,04/07/2018,4,15:50:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000879,325380,677050,-3.197427,55.980601,95,3,1,1,06/07/2018,6,12:25:00,923,S12000036,3,901,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000880,325610,673640,-3.1928,55.950006,95,2,1,1,06/07/2018,6,08:15:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000881,325260,673840,-3.198459,55.951748,95,3,1,1,06/07/2018,6,11:20:00,923,S12000036,3,8,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1
2018950000882,325400,673350,-3.196081,55.947369,95,3,2,1,05/07/2018,5,09:05:00,923,S12000036,6,0,6,20,3,4,6,0,0,5,1,1,1,0,0,1,2
2018950000884,332262,673362,-3.086235,55.948494,95,3,3,1,07/07/2018,7,05:50:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,5,0,1,1
2018950000885,329130,674710,-3.136729,55.96015,95,2,2,1,05/07/2018,5,12:40:00,923,S12000036,6,0,6,20,3,4,6,0,0,8,1,1,1,0,0,1,1
2018950000888,322110,671750,-3.248284,55.932474,95,2,2,1,06/07/2018,6,20:00:00,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000892,327990,668320,-3.153276,55.90258,95,3,1,1,07/07/2018,7,17:00:00,923,S12000036,4,701,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1
2018950000893,323610,677170,-3.22582,55.9814,95,3,2,1,08/07/2018,1,10:10:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950000895,317200,667260,-3.325472,55.891322,95,3,1,1,03/07/2018,3,11:35:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000900,328670,674180,-3.143955,55.955321,95,3,2,1,09/07/2018,2,08:00:00,923,S12000036,6,0,6,30,3,4,3,1140,0,0,1,1,1,0,0,1,2
2018950000902,326630,672010,-3.176027,55.935521,95,3,1,1,10/07/2018,3,17:00:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,4,0,1,1
2018950000903,329690,667510,-3.125883,55.895556,95,2,1,1,10/07/2018,3,20:43:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950000904,326520,676450,-3.178999,55.975387,95,3,2,1,10/07/2018,3,12:08:00,923,S12000036,6,0,6,20,6,2,3,901,0,5,1,1,1,0,0,1,1
2018950000906,322100,673310,-3.248895,55.946485,95,3,2,1,10/07/2018,3,07:47:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000910,319650,670730,-3.287343,55.922906,95,2,1,2,11/07/2018,4,16:30:00,923,S12000036,3,71,3,40,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950000911,320690,672942,-3.271357,55.942949,95,3,2,1,08/04/2018,1,11:15:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000912,314540,669180,-3.368596,55.908102,95,3,2,3,08/07/2018,1,16:50:00,923,S12000036,3,71,6,60,3,4,6,0,0,0,1,1,1,0,0,2,2
2018950000913,330510,671750,-3.113866,55.933763,95,2,1,1,12/07/2018,5,12:30:00,923,S12000036,3,6106,6,30,6,2,3,6095,0,4,1,1,1,0,0,1,1
2018950000914,318220,671000,-3.310301,55.92509,95,3,2,1,11/07/2018,4,16:45:00,923,S12000036,3,720,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000922,324982,667176,-3.201055,55.891844,95,3,2,4,14/07/2018,7,15:30:00,923,S12000036,3,702,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000925,324300,670210,-3.212807,55.918991,95,3,2,1,14/07/2018,7,10:00:00,923,S12000036,3,702,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000926,325980,673470,-3.18683,55.948536,95,3,2,1,13/07/2018,6,08:50:00,923,S12000036,3,7,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000927,329970,674400,-3.123197,55.957489,95,3,2,1,15/07/2018,1,15:42:00,923,S12000036,3,1140,6,30,7,2,3,199,0,5,1,1,1,0,0,1,1
2018950000928,325660,673950,-3.192085,55.952799,95,3,2,1,15/07/2018,1,14:30:00,923,S12000036,3,8,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000930,317490,672480,-3.322432,55.938259,95,3,1,1,15/07/2018,1,17:00:00,923,S12000036,3,720,3,50,0,-1,-1,0,0,0,1,2,2,0,0,2,1
2018950000934,324240,674090,-3.214858,55.953834,95,3,2,1,14/07/2018,7,23:30:00,923,S12000036,3,90,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2
2018950000936,326180,674620,-3.183944,55.958897,95,3,1,1,16/07/2018,2,12:40:00,923,S12000036,3,900,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950000937,325480,673660,-3.194887,55.950166,95,3,2,1,13/07/2018,6,14:40:00,923,S12000036,5,0,6,20,3,2,6,0,0,5,1,2,2,0,0,1,1
2018950000939,327540,671290,-3.16127,55.929191,95,3,2,1,09/07/2018,2,17:00:00,923,S12000036,6,0,1,30,1,2,4,6095,0,0,1,1,1,0,0,1,1
2018950000943,323220,672380,-3.230702,55.938312,95,3,1,1,17/07/2018,3,15:25:00,923,S12000036,3,71,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000944,323510,673210,-3.226296,55.945814,95,3,2,1,16/07/2018,2,17:35:00,923,S12000036,3,8,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000947,327030,675220,-3.170496,55.964416,95,2,2,1,17/07/2018,3,21:40:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000948,320488,671718,-3.274229,55.931921,95,2,2,1,19/03/2018,2,17:40:00,923,S12000036,6,0,6,30,6,2,-1,-1,0,4,1,1,1,0,0,1,2
2018950000949,326640,675250,-3.17675,55.964627,95,3,1,1,18/07/2018,4,07:35:00,923,S12000036,3,900,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000951,324750,673410,-3.206503,55.947806,95,3,1,1,13/07/2018,6,15:19:00,923,S12000036,3,702,6,30,9,2,6,0,0,4,1,1,1,0,0,1,2
2018950000953,325880,673860,-3.188538,55.952024,95,2,1,1,18/07/2018,4,19:50:00,923,S12000036,3,7,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000954,326950,674690,-3.171633,55.959644,95,3,2,1,15/07/2018,1,13:50:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000957,323520,672510,-3.225937,55.939528,95,3,1,1,19/07/2018,5,09:10:00,923,S12000036,3,70,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1
2018950000958,327560,671290,-3.16095,55.929194,95,3,2,1,16/07/2018,2,09:05:00,923,S12000036,4,6095,6,20,1,2,6,0,0,5,1,1,1,0,0,1,2
2018950000963,326420,671240,-3.179177,55.928572,95,3,1,1,20/07/2018,6,16:30:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2
2018950000966,326730,674180,-3.175017,55.955029,95,3,1,1,21/07/2018,7,00:05:00,923,S12000036,3,1,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,2
2018950000967,314550,669190,-3.368439,55.908194,95,3,2,1,20/07/2018,6,15:15:00,923,S12000036,3,71,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1
2018950000968,326910,674470,-3.172214,55.957661,95,3,2,1,20/07/2018,6,15:30:00,923,S12000036,3,1,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2
2018950000969,314210,675650,-3.375932,55.966157,95,3,1,1,20/07/2018,6,10:30:00,923,S12000036,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1
2018950000970,324510,671200,-3.209726,55.927917,95,3,2,1,19/07/2018,5,15:30:00,923,S12000036,6,0,6,20,9,4,6,0,0,4,1,1,1,0,0,1,2
2018950000975,327460,675770,-3.163757,55.969422,95,3,1,1,23/07/2018,2,15:35:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950000976,326147,674566,-3.184457,55.958407,95,3,1,1,23/07/2018,2,19:25:00,923,S12000036,3,900,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950000980,318570,670380,-3.304514,55.91958,95,3,4,3,18/07/2018,4,16:00:00,923,S12000036,3,720,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000981,326110,673530,-3.184765,55.949095,95,3,2,1,20/07/2018,6,12:40:00,923,S12000036,5,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2
2018950000983,326830,674114,-3.173398,55.954451,95,3,2,1,23/07/2018,2,17:30:00,923,S12000036,6,0,6,20,9,2,-1,-1,0,0,1,1,1,0,0,1,2
2018950000985,326880,673770,-3.172504,55.951369,95,3,2,1,26/07/2018,5,17:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,1,1,1,1,0,0,1,1
2018950000988,328280,669560,-3.148969,55.913762,95,3,1,1,27/07/2018,6,00:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000992,325120,672740,-3.200394,55.941846,95,3,1,1,27/07/2018,6,13:40:00,923,S12000036,3,700,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950000994,322330,671900,-3.244807,55.933857,95,3,1,1,28/07/2018,7,00:10:00,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950000996,326690,674480,-3.175739,55.957718,95,3,2,2,29/07/2018,1,14:00:00,923,S12000036,3,1,6,30,3,4,6,0,0,8,1,2,2,0,0,1,1
2018950000999,322220,671800,-3.246538,55.932941,95,3,1,1,24/07/2018,3,18:00:00,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,1,1,1,4,0,1,1
2018950001001,321180,675020,-3.264122,55.961694,95,3,2,2,30/07/2018,2,11:00:00,923,S12000036,3,90,6,40,3,4,6,0,0,5,1,1,1,0,0,1,2
2018950001003,326350,672170,-3.180551,55.936916,95,3,2,1,28/07/2018,7,19:44:00,923,S12000036,6,0,6,20,6,2,5,0,0,5,1,1,2,0,0,1,2
2018950001004,311600,674410,-3.417322,55.954546,95,3,2,2,30/07/2018,2,13:30:00,923,S12000036,1,9,3,70,5,4,1,90,0,0,1,1,2,0,0,2,1
2018950001005,324700,674020,-3.207474,55.953278,95,2,2,1,31/07/2018,3,08:30:00,923,S12000036,6,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,2
2018950001006,311690,671840,-3.415039,55.93148,95,3,2,1,30/07/2018,2,06:49:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1
2018950001007,326300,673160,-3.181622,55.945801,95,3,2,1,31/07/2018,3,15:00:00,923,S12000036,6,0,6,20,6,4,6,0,0,8,1,4,1,5,0,1,1
2018950001009,326510,672230,-3.178007,55.937479,95,3,2,4,31/07/2018,3,16:45:00,923,S12000036,3,7,6,20,6,2,6,0,2,5,1,1,1,0,0,1,1
2018950001011,314722,672461,-3.366723,55.937605,95,3,1,1,22/06/2018,6,01:25:00,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001014,326860,675730,-3.173357,55.968972,95,3,2,1,01/08/2018,4,17:50:00,923,S12000036,3,900,6,20,3,4,6,0,0,5,1,2,2,0,0,1,1
2018950001016,329030,670170,-3.137134,55.919353,95,3,2,1,01/08/2018,4,18:25:00,923,S12000036,3,7,6,40,3,2,6,0,0,5,1,2,2,0,0,1,1
2018950001017,326840,667012,-3.17131,55.890657,95,2,2,1,27/06/2018,4,08:15:00,923,S12000036,3,720,3,70,5,4,3,720,0,0,1,1,1,0,0,2,1
2018950001018,325030,673020,-3.201912,55.944347,95,3,2,1,02/08/2018,5,17:10:00,923,S12000036,5,0,6,20,9,4,6,0,0,0,1,1,2,0,0,1,1
2018950001021,325680,673830,-3.191732,55.951724,95,3,1,1,02/08/2018,5,16:44:00,923,S12000036,6,0,6,20,3,2,6,0,2,5,1,1,1,0,0,1,1
2018950001022,327030,675220,-3.170496,55.964416,95,3,2,1,03/08/2018,6,08:55:00,923,S12000036,5,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950001025,317930,670200,-3.314697,55.917855,95,3,2,2,03/08/2018,6,07:30:00,923,S12000036,3,71,6,40,1,4,6,0,0,0,1,1,1,0,0,1,2
2018950001027,326303,673745,-3.181734,55.951056,95,3,2,1,03/08/2018,6,09:40:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,1,1,1,1,0,0,1,1
2018950001028,324210,672730,-3.214956,55.941614,95,3,2,1,02/08/2018,5,13:30:00,923,S12000036,5,0,6,20,3,2,6,0,0,0,1,9,1,0,0,1,2
2018950001033,323772,673222,-3.222106,55.945964,95,3,2,1,02/08/2018,5,11:40:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2
2018950001035,325947,673489,-3.187363,55.948702,95,3,1,1,05/05/2018,7,15:40:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001037,325260,674180,-3.198553,55.954803,95,3,1,1,05/08/2018,1,00:30:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,5,4,1,1,0,0,1,1
2018950001038,325490,673650,-3.194724,55.950078,95,3,2,1,06/08/2018,2,09:55:00,923,S12000036,5,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,2
2018950001039,324110,673630,-3.21681,55.949682,95,3,2,1,06/08/2018,2,09:00:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950001040,326870,675720,-3.173194,55.968883,95,2,1,2,05/08/2018,1,00:30:00,923,S12000036,3,900,6,20,9,4,6,0,0,4,4,1,1,4,0,1,1
2018950001043,326320,672630,-3.181157,55.941043,95,3,2,1,06/08/2018,2,20:53:00,923,S12000036,3,7,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1
